id,Project,TeamExp,ManagerExp,YearEnd,Length,Effort,Transactions,Entities,PointsNonAdjust,Adjustment,PointsAjust,Language,source,deadline_missed,Transactions_per_Length,Entities_per_Length,Transactions_per_Entity,Adjustment_Ratio,Total_Experience,Experience_Gap
612,612,2,1,87,13,5099,45,229,223,38,192,1,synthetic,1,3.4615384615384617,17.615384615384617,0.1965065502183406,0.17040358744394618,3,1
613,613,-1,1,86,8,817,64,229,245,14,191,1,synthetic,1,8.0,28.625,0.2794759825327511,0.05714285714285714,0,-2
614,614,-1,1,87,6,2322,112,73,190,7,135,3,synthetic,0,18.666666666666668,12.166666666666666,1.5342465753424657,0.03684210526315789,0,-2
615,615,0,-1,86,10,6053,174,47,166,30,136,2,synthetic,1,17.4,4.7,3.702127659574468,0.18072289156626506,-1,1
616,616,1,3,86,22,4623,315,44,303,21,297,1,synthetic,0,14.318181818181818,2.0,7.159090909090909,0.06930693069306931,4,-2
617,617,2,4,85,6,3322,101,90,200,17,168,2,synthetic,1,16.833333333333332,15.0,1.1222222222222222,0.085,6,-2
618,618,2,3,87,11,5958,328,60,359,24,317,1,synthetic,0,29.818181818181817,5.454545454545454,5.466666666666667,0.06685236768802229,5,-1
619,619,3,0,85,10,3141,79,182,254,24,231,1,synthetic,1,7.9,18.2,0.4340659340659341,0.09448818897637795,3,3
620,620,4,3,85,22,11145,67,176,229,33,185,3,synthetic,0,3.0454545454545454,8.0,0.3806818181818182,0.14410480349344978,7,1
621,621,4,4,83,14,12360,738,265,1031,43,967,1,synthetic,0,52.714285714285715,18.928571428571427,2.7849056603773583,0.041707080504364696,8,0
622,622,1,1,87,6,838,79,30,95,19,87,1,synthetic,1,13.166666666666666,5.0,2.6333333333333333,0.2,2,0
623,623,1,7,86,25,2927,224,93,287,6,237,1,synthetic,0,8.96,3.72,2.4086021505376345,0.020905923344947737,8,-6
624,624,1,4,87,17,13667,162,254,495,26,411,1,synthetic,1,9.529411764705882,14.941176470588236,0.6377952755905512,0.052525252525252523,5,-3
625,625,4,4,85,17,3647,81,107,196,16,187,1,synthetic,0,4.764705882352941,6.294117647058823,0.7570093457943925,0.08163265306122448,8,0
626,626,0,0,85,12,5907,155,59,187,26,182,1,synthetic,0,12.916666666666666,4.916666666666667,2.6271186440677967,0.13903743315508021,0,0
627,627,4,3,87,5,2814,70,61,159,36,160,1,synthetic,0,14.0,12.2,1.1475409836065573,0.22641509433962265,7,1
628,628,0,2,85,15,3903,451,186,685,32,674,1,synthetic,0,30.066666666666666,12.4,2.424731182795699,0.04671532846715328,2,-2
629,629,4,4,87,9,2773,128,47,175,37,158,1,synthetic,1,14.222222222222221,5.222222222222222,2.723404255319149,0.21142857142857144,8,0
630,630,4,4,85,10,4778,144,232,436,19,434,1,synthetic,1,14.4,23.2,0.6206896551724138,0.04357798165137615,8,0
631,631,2,3,87,6,7900,285,72,272,34,305,2,synthetic,1,47.5,12.0,3.9583333333333335,0.125,5,-1
632,632,3,4,85,17,9513,297,91,342,43,378,2,synthetic,1,17.470588235294116,5.352941176470588,3.2637362637362637,0.12573099415204678,7,-1
633,633,3,3,84,5,2472,114,48,156,19,131,1,synthetic,0,22.8,9.6,2.375,0.12179487179487179,6,0
634,634,2,4,86,26,7190,145,54,170,14,140,2,synthetic,1,5.576923076923077,2.076923076923077,2.685185185185185,0.08235294117647059,6,-2
635,635,2,3,82,3,624,100,44,116,24,110,3,synthetic,1,33.333333333333336,14.666666666666666,2.272727272727273,0.20689655172413793,5,-1
636,636,2,3,86,12,15426,64,300,307,38,297,3,synthetic,1,5.333333333333333,25.0,0.21333333333333335,0.1237785016286645,5,-1
637,637,2,4,88,38,23169,283,319,653,19,572,1,synthetic,1,7.447368421052632,8.394736842105264,0.8871473354231975,0.02909647779479326,6,-2
638,638,4,1,83,17,9196,142,161,426,39,419,2,synthetic,0,8.352941176470589,9.470588235294118,0.8819875776397516,0.09154929577464789,5,3
639,639,2,3,87,9,660,298,46,252,21,232,1,synthetic,0,33.111111111111114,5.111111111111111,6.478260869565218,0.08333333333333333,5,-1
640,640,2,0,87,33,4874,120,112,344,27,325,1,synthetic,1,3.6363636363636362,3.393939393939394,1.0714285714285714,0.07848837209302326,2,2
641,641,4,4,87,17,9183,801,387,1002,52,1063,1,synthetic,1,47.11764705882353,22.764705882352942,2.0697674418604652,0.05189620758483034,8,0
642,642,3,1,86,8,2553,167,120,268,33,285,1,synthetic,1,20.875,15.0,1.3916666666666666,0.12313432835820895,4,2
643,643,2,4,87,12,4940,145,60,185,34,203,1,synthetic,0,12.083333333333334,5.0,2.4166666666666665,0.1837837837837838,6,-2
644,644,2,2,83,8,5647,132,52,204,29,189,2,synthetic,1,16.5,6.5,2.5384615384615383,0.14215686274509803,4,0
645,645,4,4,86,14,2578,116,135,231,29,204,2,synthetic,0,8.285714285714286,9.642857142857142,0.8592592592592593,0.12554112554112554,8,0
646,646,2,4,88,13,11089,113,193,335,23,310,1,synthetic,0,8.692307692307692,14.846153846153847,0.5854922279792746,0.06865671641791045,6,-2
647,647,4,4,84,17,6732,120,66,187,23,177,1,synthetic,1,7.0588235294117645,3.8823529411764706,1.8181818181818181,0.12299465240641712,8,0
648,648,2,2,86,14,2794,95,111,271,28,262,1,synthetic,0,6.785714285714286,7.928571428571429,0.8558558558558559,0.1033210332103321,4,0
649,649,2,3,86,13,2513,135,43,170,20,181,1,synthetic,0,10.384615384615385,3.3076923076923075,3.13953488372093,0.11764705882352941,5,-1
650,650,2,1,85,8,4219,359,58,275,41,298,3,synthetic,1,44.875,7.25,6.189655172413793,0.14909090909090908,3,1
651,651,1,2,85,9,5291,98,111,219,30,209,2,synthetic,0,10.88888888888889,12.333333333333334,0.8828828828828829,0.136986301369863,3,-1
652,652,3,4,85,14,5708,65,163,259,35,235,3,synthetic,1,4.642857142857143,11.642857142857142,0.3987730061349693,0.13513513513513514,7,-1
653,653,1,1,87,12,8403,160,241,406,32,367,2,synthetic,1,13.333333333333334,20.083333333333332,0.6639004149377593,0.07881773399014778,2,0
654,654,4,4,87,36,7191,319,127,434,35,454,1,synthetic,1,8.86111111111111,3.5277777777777777,2.5118110236220472,0.08064516129032258,8,0
655,655,4,4,85,8,3600,33,125,139,35,132,1,synthetic,1,4.125,15.625,0.264,0.2517985611510791,8,0
656,656,1,2,86,6,878,111,33,120,13,102,1,synthetic,1,18.5,5.5,3.3636363636363638,0.10833333333333334,3,-1
657,657,4,2,87,4,1851,79,75,141,28,123,1,synthetic,1,19.75,18.75,1.0533333333333332,0.19858156028368795,6,2
658,658,4,0,86,8,3944,72,250,264,33,276,2,synthetic,1,9.0,31.25,0.288,0.125,4,4
659,659,1,-1,86,6,5380,120,62,212,29,179,1,synthetic,1,20.0,10.333333333333334,1.935483870967742,0.13679245283018868,0,2
660,660,2,4,87,39,18186,726,192,691,37,683,1,synthetic,1,18.615384615384617,4.923076923076923,3.78125,0.053545586107091175,6,-2
661,661,1,1,85,12,4529,213,120,329,26,311,2,synthetic,1,17.75,10.0,1.775,0.0790273556231003,2,0
662,662,4,4,86,13,2517,680,42,333,36,357,2,synthetic,1,52.30769230769231,3.230769230769231,16.19047619047619,0.10810810810810811,8,0
663,663,4,5,86,17,2761,127,121,424,9,319,1,synthetic,0,7.470588235294118,7.117647058823529,1.0495867768595042,0.02122641509433962,9,-1
664,664,2,4,86,10,2202,198,109,360,24,304,2,synthetic,0,19.8,10.9,1.81651376146789,0.06666666666666667,6,-2
665,665,0,3,86,12,2154,103,55,141,11,109,1,synthetic,0,8.583333333333334,4.583333333333333,1.8727272727272728,0.07801418439716312,3,-3
666,666,1,1,86,4,5635,227,48,252,36,286,1,synthetic,0,56.75,12.0,4.729166666666667,0.14285714285714285,2,0
667,667,1,4,85,7,835,149,109,373,6,314,1,synthetic,0,21.285714285714285,15.571428571428571,1.3669724770642202,0.0160857908847185,5,-3
668,668,1,4,86,4,674,45,46,103,20,94,1,synthetic,0,11.25,11.5,0.9782608695652174,0.1941747572815534,5,-3
669,669,3,4,86,15,2496,288,61,359,40,388,2,synthetic,0,19.2,4.066666666666666,4.721311475409836,0.11142061281337047,7,-1
670,670,0,0,86,15,5279,213,176,433,32,446,1,synthetic,0,14.2,11.733333333333333,1.2102272727272727,0.07390300230946882,0,0
671,671,2,4,86,13,3872,298,96,334,23,327,2,synthetic,0,22.923076923076923,7.384615384615385,3.1041666666666665,0.0688622754491018,6,-2
672,672,2,4,87,6,2593,77,71,142,21,113,3,synthetic,0,12.833333333333334,11.833333333333334,1.0845070422535212,0.14788732394366197,6,-2
673,673,3,3,86,5,4053,125,105,257,28,245,1,synthetic,0,25.0,21.0,1.1904761904761905,0.10894941634241245,6,0
674,674,3,0,86,6,2787,132,128,243,27,242,2,synthetic,1,22.0,21.333333333333332,1.03125,0.1111111111111111,3,3
675,675,1,1,85,13,2330,206,35,166,23,148,1,synthetic,1,15.846153846153847,2.6923076923076925,5.885714285714286,0.13855421686746988,2,0
676,676,2,-1,86,3,1367,101,47,145,37,131,1,synthetic,0,33.666666666666664,15.666666666666666,2.148936170212766,0.25517241379310346,1,3
677,677,4,1,87,5,689,66,44,114,23,101,2,synthetic,0,13.2,8.8,1.5,0.20175438596491227,5,3
678,678,2,0,86,17,5839,145,332,408,24,348,2,synthetic,1,8.529411764705882,19.529411764705884,0.4367469879518072,0.058823529411764705,2,2
679,679,2,3,87,14,20821,76,370,367,31,305,1,synthetic,1,5.428571428571429,26.428571428571427,0.20540540540540542,0.08446866485013624,5,-1
680,680,1,4,85,17,4495,447,50,297,7,220,3,synthetic,1,26.294117647058822,2.9411764705882355,8.94,0.02356902356902357,5,-3
681,681,2,3,88,12,1603,194,79,304,6,236,1,synthetic,0,16.166666666666668,6.583333333333333,2.4556962025316458,0.019736842105263157,5,-1
682,682,1,1,86,13,3977,102,111,168,35,185,3,synthetic,1,7.846153846153846,8.538461538461538,0.918918918918919,0.20833333333333334,2,0
683,683,4,3,85,8,2249,174,51,230,26,187,1,synthetic,0,21.75,6.375,3.411764705882353,0.11304347826086956,7,1
684,684,1,1,86,9,1640,204,51,242,33,250,1,synthetic,1,22.666666666666668,5.666666666666667,4.0,0.13636363636363635,2,0
685,685,2,1,86,4,783,47,48,98,28,90,1,synthetic,0,11.75,12.0,0.9791666666666666,0.2857142857142857,3,1
686,686,2,4,86,13,4001,115,92,201,18,170,1,synthetic,0,8.846153846153847,7.076923076923077,1.25,0.08955223880597014,6,-2
687,687,2,1,86,25,11198,115,154,331,42,301,2,synthetic,1,4.6,6.16,0.7467532467532467,0.1268882175226586,3,1
688,688,4,4,86,9,2496,66,103,179,29,164,2,synthetic,0,7.333333333333333,11.444444444444445,0.6407766990291263,0.16201117318435754,8,0
689,689,1,-1,84,7,4184,170,72,248,40,269,1,synthetic,1,24.285714285714285,10.285714285714286,2.361111111111111,0.16129032258064516,0,2
690,690,1,1,87,8,9004,164,128,310,38,358,1,synthetic,0,20.5,16.0,1.28125,0.12258064516129032,2,0
691,691,3,3,87,11,764,157,55,206,14,178,1,synthetic,1,14.272727272727273,5.0,2.8545454545454545,0.06796116504854369,6,0
692,692,1,4,84,8,10567,243,76,286,28,237,1,synthetic,0,30.375,9.5,3.1973684210526314,0.0979020979020979,5,-3
693,693,4,4,86,17,5598,80,132,278,20,197,2,synthetic,0,4.705882352941177,7.764705882352941,0.6060606060606061,0.07194244604316546,8,0
694,694,2,2,88,11,5943,231,127,443,19,389,2,synthetic,1,21.0,11.545454545454545,1.8188976377952757,0.04288939051918736,4,0
695,695,3,1,87,4,1109,47,73,115,16,99,3,synthetic,1,11.75,18.25,0.6438356164383562,0.1391304347826087,4,2
696,696,4,4,87,11,3639,289,58,319,36,352,1,synthetic,0,26.272727272727273,5.2727272727272725,4.982758620689655,0.11285266457680251,8,0
697,697,4,3,87,11,2222,184,189,495,42,531,1,synthetic,1,16.727272727272727,17.181818181818183,0.9735449735449735,0.08484848484848485,7,1
698,698,2,0,86,25,14084,234,350,525,38,548,1,synthetic,1,9.36,14.0,0.6685714285714286,0.07238095238095238,2,2
699,699,3,3,86,5,2275,175,58,272,19,206,3,synthetic,0,35.0,11.6,3.0172413793103448,0.06985294117647059,6,0
700,700,1,3,86,9,5040,319,143,469,22,421,2,synthetic,1,35.44444444444444,15.88888888888889,2.230769230769231,0.046908315565031986,4,-2
701,701,1,1,87,9,1641,36,46,93,6,76,1,synthetic,1,4.0,5.111111111111111,0.782608695652174,0.06451612903225806,2,0
702,702,4,4,85,35,14210,494,177,559,15,594,1,synthetic,1,14.114285714285714,5.057142857142857,2.790960451977401,0.026833631484794274,8,0
703,703,4,3,86,10,2631,149,170,262,34,264,2,synthetic,1,14.9,17.0,0.8764705882352941,0.1297709923664122,7,1
704,704,2,4,88,8,3169,110,175,320,29,304,2,synthetic,0,13.75,21.875,0.6285714285714286,0.090625,6,-2
705,705,1,4,87,11,5086,463,176,598,27,529,2,synthetic,1,42.09090909090909,16.0,2.6306818181818183,0.0451505016722408,5,-3
706,706,2,2,88,12,3747,133,45,158,34,155,1,synthetic,0,11.083333333333334,3.75,2.9555555555555557,0.21518987341772153,4,0
707,707,2,3,85,17,3464,217,83,307,26,303,3,synthetic,1,12.764705882352942,4.882352941176471,2.6144578313253013,0.08469055374592833,5,-1
708,708,1,3,87,33,3862,185,171,450,18,312,1,synthetic,1,5.606060606060606,5.181818181818182,1.0818713450292399,0.04,4,-2
709,709,4,4,86,5,1158,173,106,323,27,317,3,synthetic,0,34.6,21.2,1.6320754716981132,0.08359133126934984,8,0
710,710,2,4,87,6,1401,171,51,269,15,214,2,synthetic,0,28.5,8.5,3.3529411764705883,0.055762081784386616,6,-2
711,711,1,2,83,4,929,37,77,107,6,90,2,synthetic,0,9.25,19.25,0.4805194805194805,0.056074766355140186,3,-1
712,712,4,4,86,10,19111,86,253,343,49,396,2,synthetic,1,8.6,25.3,0.33992094861660077,0.14285714285714285,8,0
713,713,1,1,88,7,1618,105,43,121,32,108,1,synthetic,1,15.0,6.142857142857143,2.441860465116279,0.2644628099173554,2,0
714,714,0,1,86,9,768,129,36,181,23,137,1,synthetic,0,14.333333333333334,4.0,3.5833333333333335,0.1270718232044199,1,-1
715,715,1,2,86,12,4028,151,120,271,27,214,1,synthetic,0,12.583333333333334,10.0,1.2583333333333333,0.0996309963099631,3,-1
716,716,4,4,86,7,8544,156,93,294,37,318,1,synthetic,0,22.285714285714285,13.285714285714286,1.6774193548387097,0.12585034013605442,8,0
717,717,1,3,86,8,3796,44,100,181,15,138,1,synthetic,1,5.5,12.5,0.44,0.08287292817679558,4,-2
718,718,1,1,85,2,823,68,38,103,24,96,1,synthetic,0,34.0,19.0,1.7894736842105263,0.23300970873786409,2,0
719,719,2,1,84,8,4304,317,60,301,34,314,2,synthetic,0,39.625,7.5,5.283333333333333,0.11295681063122924,3,1
720,720,2,1,86,3,2316,66,61,124,17,103,1,synthetic,1,22.0,20.333333333333332,1.0819672131147542,0.13709677419354838,3,1
721,721,1,4,86,4,1410,48,79,126,11,98,2,synthetic,0,12.0,19.75,0.6075949367088608,0.0873015873015873,5,-3
722,722,2,4,86,6,766,85,40,144,17,113,2,synthetic,0,14.166666666666666,6.666666666666667,2.125,0.11805555555555555,6,-2
723,723,0,4,85,9,3834,96,119,204,24,181,1,synthetic,1,10.666666666666666,13.222222222222221,0.8067226890756303,0.11764705882352941,4,-4
724,724,2,4,85,5,1225,114,162,296,25,270,1,synthetic,1,22.8,32.4,0.7037037037037037,0.08445945945945946,6,-2
725,725,4,1,86,11,2196,21,109,116,20,109,1,synthetic,1,1.9090909090909092,9.909090909090908,0.1926605504587156,0.1724137931034483,5,3
726,726,4,4,85,18,3964,180,126,303,51,436,2,synthetic,0,10.0,7.0,1.4285714285714286,0.16831683168316833,8,0
727,727,2,-1,88,6,15342,177,280,469,42,550,2,synthetic,1,29.5,46.666666666666664,0.6321428571428571,0.08955223880597014,1,3
728,728,-1,2,84,5,2250,56,57,111,18,100,1,synthetic,1,11.2,11.4,0.9824561403508771,0.16216216216216217,1,-3
729,729,4,3,87,4,2123,80,71,204,26,168,2,synthetic,0,20.0,17.75,1.1267605633802817,0.12745098039215685,7,1
730,730,1,3,85,11,2864,44,239,182,14,132,1,synthetic,0,4.0,21.727272727272727,0.18410041841004185,0.07692307692307693,4,-2
731,731,1,-1,86,2,2006,53,216,188,16,150,2,synthetic,1,26.5,108.0,0.24537037037037038,0.0851063829787234,0,2
732,732,3,2,86,13,2785,63,42,93,18,85,1,synthetic,0,4.846153846153846,3.230769230769231,1.5,0.1935483870967742,5,1
733,733,1,4,88,19,4377,71,119,185,15,141,2,synthetic,0,3.736842105263158,6.2631578947368425,0.5966386554621849,0.08108108108108109,5,-3
734,734,1,1,86,6,2714,130,43,227,17,148,3,synthetic,0,21.666666666666668,7.166666666666667,3.0232558139534884,0.07488986784140969,2,0
735,735,3,1,83,11,785,224,72,249,12,225,2,synthetic,0,20.363636363636363,6.545454545454546,3.111111111111111,0.04819277108433735,4,2
736,736,1,1,86,2,802,58,50,100,6,85,1,synthetic,1,29.0,25.0,1.16,0.06,2,0
737,737,4,1,86,16,7887,366,125,346,36,408,1,synthetic,0,22.875,7.8125,2.928,0.10404624277456648,5,3
738,738,1,1,85,8,614,207,30,170,14,130,2,synthetic,0,25.875,3.75,6.9,0.08235294117647059,2,0
739,739,3,3,87,6,4076,42,167,149,34,140,1,synthetic,0,7.0,27.833333333333332,0.25149700598802394,0.22818791946308725,6,0
740,740,3,3,85,4,784,99,49,185,29,151,1,synthetic,0,24.75,12.25,2.020408163265306,0.15675675675675677,6,0
741,741,1,2,85,2,3108,120,122,184,38,224,2,synthetic,0,60.0,61.0,0.9836065573770492,0.20652173913043478,3,-1
742,742,0,3,87,9,925,154,90,244,29,181,1,synthetic,1,17.11111111111111,10.0,1.711111111111111,0.11885245901639344,3,-3
743,743,0,1,87,8,2318,204,87,306,21,309,1,synthetic,0,25.5,10.875,2.3448275862068964,0.06862745098039216,1,-1
744,744,1,4,86,6,8808,177,60,290,33,281,3,synthetic,0,29.5,10.0,2.95,0.11379310344827587,5,-3
745,745,4,4,84,9,5451,139,183,295,37,276,1,synthetic,0,15.444444444444445,20.333333333333332,0.7595628415300546,0.12542372881355932,8,0
746,746,4,4,88,15,7613,100,364,491,35,589,1,synthetic,1,6.666666666666667,24.266666666666666,0.27472527472527475,0.07128309572301425,8,0
747,747,1,1,85,8,4164,112,135,291,20,280,2,synthetic,1,14.0,16.875,0.8296296296296296,0.06872852233676977,2,0
748,748,4,4,83,23,3403,221,57,257,25,201,3,synthetic,1,9.608695652173912,2.4782608695652173,3.8771929824561404,0.09727626459143969,8,0
749,749,1,2,85,14,3988,70,237,263,25,232,1,synthetic,0,5.0,16.928571428571427,0.29535864978902954,0.09505703422053231,3,-1
750,750,2,4,86,14,2782,493,92,488,36,503,2,synthetic,1,35.214285714285715,6.571428571428571,5.358695652173913,0.07377049180327869,6,-2
751,751,3,7,84,13,2775,145,177,315,6,218,2,synthetic,0,11.153846153846153,13.615384615384615,0.8192090395480226,0.01904761904761905,10,-4
752,752,0,1,82,10,2547,60,86,164,5,131,1,synthetic,1,6.0,8.6,0.6976744186046512,0.03048780487804878,1,-1
753,753,4,4,85,23,22150,262,322,650,40,655,1,synthetic,1,11.391304347826088,14.0,0.8136645962732919,0.06153846153846154,8,0
754,754,0,0,87,16,12205,207,268,530,45,592,1,synthetic,1,12.9375,16.75,0.7723880597014925,0.08490566037735849,0,0
755,755,4,7,87,19,5401,291,124,632,32,651,2,synthetic,0,15.31578947368421,6.526315789473684,2.346774193548387,0.05063291139240506,11,-3
756,756,1,4,83,15,3571,244,46,246,28,287,2,synthetic,0,16.266666666666666,3.066666666666667,5.304347826086956,0.11382113821138211,5,-3
757,757,1,0,84,5,823,175,84,275,33,287,1,synthetic,0,35.0,16.8,2.0833333333333335,0.12,1,1
758,758,2,2,85,8,1029,119,51,198,21,162,2,synthetic,1,14.875,6.375,2.3333333333333335,0.10606060606060606,4,0
759,759,1,2,87,13,2485,144,93,239,17,207,2,synthetic,1,11.076923076923077,7.153846153846154,1.5483870967741935,0.07112970711297072,3,-1
760,760,1,3,86,5,3728,483,42,320,25,311,1,synthetic,1,96.6,8.4,11.5,0.078125,4,-2
761,761,0,3,86,5,1978,59,100,141,24,118,2,synthetic,1,11.8,20.0,0.59,0.1702127659574468,3,-3
762,762,2,3,87,6,2923,288,45,304,40,284,1,synthetic,1,48.0,7.5,6.4,0.13157894736842105,5,-1
763,763,0,2,87,7,7966,188,73,227,39,200,3,synthetic,1,26.857142857142858,10.428571428571429,2.5753424657534247,0.17180616740088106,2,-2
764,764,2,4,86,8,2808,121,124,294,24,292,1,synthetic,1,15.125,15.5,0.9758064516129032,0.08163265306122448,6,-2
765,765,1,0,86,9,13947,122,108,228,40,253,2,synthetic,0,13.555555555555555,12.0,1.1296296296296295,0.17543859649122806,1,1
766,766,2,1,86,9,1391,117,97,207,8,161,2,synthetic,1,13.0,10.777777777777779,1.2061855670103092,0.03864734299516908,3,1
767,767,1,4,86,9,2862,174,49,236,20,183,1,synthetic,0,19.333333333333332,5.444444444444445,3.5510204081632653,0.0847457627118644,5,-3
768,768,3,3,86,9,1485,283,102,411,23,320,2,synthetic,1,31.444444444444443,11.333333333333334,2.7745098039215685,0.05596107055961071,6,0
769,769,4,4,83,8,3794,228,100,399,44,404,2,synthetic,1,28.5,12.5,2.28,0.11027568922305764,8,0
770,770,1,4,84,2,655,20,37,73,9,64,3,synthetic,0,10.0,18.5,0.5405405405405406,0.1232876712328767,5,-3
771,771,1,4,86,31,3899,513,95,495,22,477,2,synthetic,1,16.548387096774192,3.064516129032258,5.4,0.044444444444444446,5,-3
772,772,4,4,87,9,1386,61,41,106,10,80,1,synthetic,0,6.777777777777778,4.555555555555555,1.4878048780487805,0.09433962264150944,8,0
773,773,4,4,85,12,3959,508,135,510,22,491,3,synthetic,1,42.333333333333336,11.25,3.762962962962963,0.043137254901960784,8,0
774,774,4,2,85,12,3877,138,36,140,39,132,2,synthetic,0,11.5,3.0,3.8333333333333335,0.2785714285714286,6,2
775,775,2,1,87,12,4121,84,237,334,23,305,2,synthetic,1,7.0,19.75,0.35443037974683544,0.0688622754491018,3,1
776,776,3,4,85,4,3393,69,77,212,29,190,3,synthetic,1,17.25,19.25,0.8961038961038961,0.13679245283018868,7,-1
777,777,-1,3,87,4,647,63,91,166,8,124,1,synthetic,0,15.75,22.75,0.6923076923076923,0.04819277108433735,2,-4
778,778,1,3,86,10,6139,325,140,439,39,468,1,synthetic,1,32.5,14.0,2.3214285714285716,0.0888382687927107,4,-2
779,779,1,1,85,9,5665,146,54,211,31,194,1,synthetic,1,16.22222222222222,6.0,2.7037037037037037,0.14691943127962084,2,0
780,780,4,4,86,9,2305,56,121,242,18,198,2,synthetic,0,6.222222222222222,13.444444444444445,0.4628099173553719,0.0743801652892562,8,0
781,781,4,4,86,15,2580,200,52,232,25,204,2,synthetic,0,13.333333333333334,3.466666666666667,3.8461538461538463,0.10775862068965517,8,0
782,782,2,0,85,15,13290,74,322,278,41,319,3,synthetic,1,4.933333333333334,21.466666666666665,0.22981366459627328,0.1474820143884892,2,2
783,783,2,3,87,18,3218,241,181,506,41,572,1,synthetic,1,13.38888888888889,10.055555555555555,1.3314917127071824,0.08102766798418973,5,-1
784,784,4,3,85,22,8074,172,318,474,22,414,2,synthetic,0,7.818181818181818,14.454545454545455,0.5408805031446541,0.046413502109704644,7,1
785,785,3,4,87,12,9674,90,149,260,26,239,3,synthetic,1,7.5,12.416666666666666,0.6040268456375839,0.1,7,-1
786,786,4,3,86,12,4253,78,104,230,28,195,2,synthetic,1,6.5,8.666666666666666,0.75,0.12173913043478261,7,1
787,787,2,2,85,18,3464,119,378,437,15,387,1,synthetic,1,6.611111111111111,21.0,0.3148148148148148,0.034324942791762014,4,0
788,788,0,1,86,26,3305,69,49,150,25,127,2,synthetic,1,2.6538461538461537,1.8846153846153846,1.4081632653061225,0.16666666666666666,1,-1
789,789,4,4,86,35,8076,66,158,233,23,202,3,synthetic,1,1.8857142857142857,4.514285714285714,0.4177215189873418,0.09871244635193133,8,0
790,790,4,4,87,13,8282,210,170,433,35,496,3,synthetic,1,16.153846153846153,13.076923076923077,1.2352941176470589,0.08083140877598152,8,0
791,791,0,1,86,8,4046,280,69,292,37,304,2,synthetic,0,35.0,8.625,4.057971014492754,0.1267123287671233,1,-1
792,792,0,1,86,3,736,46,55,104,6,92,3,synthetic,0,15.333333333333334,18.333333333333332,0.8363636363636363,0.057692307692307696,1,-1
793,793,0,2,88,5,1616,129,75,277,19,226,1,synthetic,1,25.8,15.0,1.72,0.06859205776173286,2,-2
794,794,1,3,87,13,3833,58,147,223,15,145,1,synthetic,0,4.461538461538462,11.307692307692308,0.3945578231292517,0.06726457399103139,4,-2
795,795,4,4,86,12,2135,71,174,257,18,213,3,synthetic,0,5.916666666666667,14.5,0.40804597701149425,0.07003891050583658,8,0
796,796,1,4,85,22,4215,154,40,148,10,111,1,synthetic,0,7.0,1.8181818181818181,3.85,0.06756756756756757,5,-3
797,797,2,0,85,8,4234,183,38,164,19,143,1,synthetic,0,22.875,4.75,4.815789473684211,0.11585365853658537,2,2
798,798,4,1,85,6,2318,24,118,104,32,96,1,synthetic,1,4.0,19.666666666666668,0.2033898305084746,0.3076923076923077,5,3
799,799,1,0,85,5,845,140,34,139,19,102,2,synthetic,1,28.0,6.8,4.117647058823529,0.1366906474820144,1,1
800,800,2,4,83,5,3465,72,72,163,18,127,2,synthetic,1,14.4,14.4,1.0,0.11042944785276074,6,-2
801,801,2,3,86,2,547,68,42,106,15,90,1,synthetic,1,34.0,21.0,1.619047619047619,0.14150943396226415,5,-1
802,802,4,0,84,5,2526,137,224,379,19,316,3,synthetic,1,27.4,44.8,0.6116071428571429,0.05013192612137203,4,4
803,803,4,4,87,7,4210,180,56,269,40,335,3,synthetic,1,25.714285714285715,8.0,3.2142857142857144,0.14869888475836432,8,0
804,804,2,2,87,18,3027,212,51,297,26,301,1,synthetic,0,11.777777777777779,2.8333333333333335,4.1568627450980395,0.08754208754208755,4,0
805,805,3,1,88,23,18285,489,144,582,44,601,1,synthetic,1,21.26086956521739,6.260869565217392,3.3958333333333335,0.07560137457044673,4,2
806,806,4,4,87,3,1464,54,53,99,34,102,2,synthetic,0,18.0,17.666666666666668,1.0188679245283019,0.3434343434343434,8,0
807,807,3,2,86,10,3907,85,151,280,39,291,2,synthetic,0,8.5,15.1,0.5629139072847682,0.1392857142857143,5,1
808,808,1,4,87,5,3308,85,44,162,6,103,1,synthetic,0,17.0,8.8,1.9318181818181819,0.037037037037037035,5,-3
809,809,2,3,86,8,857,59,77,156,16,128,1,synthetic,1,7.375,9.625,0.7662337662337663,0.10256410256410256,5,-1
810,810,3,1,87,8,1449,94,117,254,35,266,1,synthetic,1,11.75,14.625,0.8034188034188035,0.1377952755905512,4,2
811,811,4,3,87,28,8754,317,340,740,36,739,1,synthetic,1,11.321428571428571,12.142857142857142,0.9323529411764706,0.04864864864864865,7,1
812,812,2,1,86,32,7685,303,279,594,25,559,1,synthetic,1,9.46875,8.71875,1.086021505376344,0.04208754208754209,3,1
813,813,0,1,86,9,2918,61,193,236,31,202,2,synthetic,1,6.777777777777778,21.444444444444443,0.3160621761658031,0.13135593220338984,1,-1
814,814,1,3,85,8,1377,236,43,167,34,158,2,synthetic,1,29.5,5.375,5.488372093023256,0.20359281437125748,4,-2
815,815,1,0,84,20,3415,197,187,438,28,366,2,synthetic,0,9.85,9.35,1.053475935828877,0.0639269406392694,1,1
816,816,1,2,86,6,2698,167,117,265,43,296,1,synthetic,1,27.833333333333332,19.5,1.4273504273504274,0.16226415094339622,3,-1
